11/26/2025,,,,105574,,0.000
BINGO STOCK SHEET ,,,,,,
BIN NO,SKU,BATCH,DESCRIPTION,CFC, UOM ,QTY
G32,,,0,,  -   ,0.000
G33,FXC30005SLA,Z15NOV25,0,240,  -   ,0.000
G34,FXC20005SC,Z06NOV25,0,240,  -   ,0.000
G34,,,0,,  -   ,0.000
G35,FXC70010S,Z12NOV25,0,24,  -   ,0.000
G35,,,0,,  -   ,0.000
G36,FXC20005SC,Z06NOV25,0,240,  -   ,0.000
G36,,,0,,  -   ,0.000
G37,FXC20005SC,Z06NOV25,0,240,  -   ,0.000
G38,FXC17005S,Z25NOV25,0,240,  -   ,0.000
G38,,,0,,  -   ,0.000
G38,,,0,,  -   ,0.000
G38,,,0,,  -   ,0.000
G39,FXC50005S,Z15NOV25,0,240,  -   ,0.000
G40,FXC20010SA,Z25NOV25,0,245,  -   ,0.000
H01,,,0,,  -   ,0.000
H02,FXC170010S,Z25NOV25,0,57,  -   ,0.000
H02,FXC70020SB,Z21NOV25,0,91,  -   ,0.000
H03,FXC170020S,Z25NOV25,0,89,  -   ,0.000
H04,FXC20050S,Z25NOV25,0,130,  -   ,0.000
H04,FXC70010S,Z22NOV25,0,240,  -   ,0.000
H04,FXC70010S,Z22NOV25,0,240,  -   ,0.000
H05,FXC20020SA,Z05NOV25,0,116,  -   ,0.000
H05,,,0,,  -   ,0.000
H05,,,0,,  -   ,0.000
H06,FXC70020SB,Z21NOV25,0,210,  -   ,0.000
H07,FXC71020SA,Z22NOV25,0,110,  -   ,0.000
H07,,,0,,  -   ,0.000
H08,FXC170010S,Z24NOV25,0,216,  -   ,0.000
H09,FXC71020SA,Z17NOV25,0,208,  -   ,0.000
H10,FXC30020SA,Z06NOV25,0,69,  -   ,0.000
H10,,,0,,  -   ,0.000
H10,,,0,,  -   ,0.000
H10,,,0,,  -   ,0.000
H10,,,0,,  -   ,0.000
H11,FXC20020SA,Z05NOV25,0,210,  -   ,0.000
H12,FXC50005S,Z15NOV25,0,120,  -   ,0.000
H12,FXC71010S,Z17NOV25,0,33,  -   ,0.000
H12,FXC73010S,Z24OCT25,0,24,  -   ,0.000
H13,FXC70020SB,Z17NOV25,0,14,  -   ,0.000
H13,,,0,,  -   ,0.000
H13,,,0,,  -   ,0.000
H14,FXC71010S,Z22NOV25,0,210,  -   ,0.000
H15,FXC70010S,Z22NOV25,0,210,  -   ,0.000
H16,FXC170010S,Z03NOV25,0,210,  -   ,0.000
H17,FXC20020SA,Z05NOV25,0,210,  -   ,0.000
H17,FXC20020SA,Z05NOV25,0,210,  -   ,0.000
H17,FXC73010S,Z24OCT25,0,8,  -   ,0.000
H18,FXC70020SB,Z21NOV25,0,210,  -   ,0.000
H18,,,0,,  -   ,0.000
H19,FXC170020S,Z03NOV25,0,160,  -   ,0.000
H19,FXC75020SA,Z10NOV25,0,32,  -   ,0.000
H20,,,0,,  -   ,0.000
H21,FXC170020S,Z25NOV25,0,210,  -   ,0.000
H22,FXC73030SA,Z21NOV25,0,204,  -   ,0.000
H23,FXC73030SA,Z21NOV25,0,210,  -   ,0.000
H24,FXC20020SA,Z04NOV25,0,85,  -   ,0.000
H24,FXC70020SB,Z29OCT25,0,1,  -   ,0.000
H24,FXC73030SA,Z21NOV25,0,30,  -   ,0.000
H25,FXC70020SB,Z20NOV25,0,210,  -   ,0.000
H26,FXC20005SC,Z05NOV25,0,25,  -   ,0.000
H26,,,0,,  -   ,0.000
H27,FXC170020S,Z25NOV25,0,24,  -   ,0.000
H27,FXC170020S,Z03NOV25,0,21,  -   ,0.000
H27,FXC70020SB,Z22NOV25,0,210,  -   ,0.000
H28,FXC70010S,Z22NOV25,0,210,  -   ,0.000
H29,FXC20005SC,Z25NOV25,0,60,  -   ,0.000
H30,FXC70020SB,Z19NOV25,0,30,  -   ,0.000
H30,FXC72030SA,Z22SEP25,0,90,  -   ,0.000
H31,FXC30020SA,Z06NOV25,0,210,  -   ,0.000
H32,FXC20005SC,Z06NOV25,0,210,  -   ,0.000
H33,FXC10010SA,Z24OCT25,0,30,  -   ,0.000
H33,FXC30020SA,Z31OCT25,0,14,  -   ,0.000
H33,FXC70010S,Z13NOV25,0,6,  -   ,0.000
H33,,,0,,  -   ,0.000
H34,FXC30020SA,Z31OCT25,0,64,  -   ,0.000
H35,FXC20005SC,Z06NOV25,0,120,  -   ,0.000
H36,FXC10020SA,Z24OCT25,0,87,  -   ,0.000
H36,FXC170020S,Z03NOV25,0,22,  -   ,0.000
H36,FXC40020S,Z14NOV25,0,23,  -   ,0.000
H37,FXC70020SB,Z19NOV25,0,210,  -   ,0.000
H37,,,0,,  -   ,0.000
H38,FXC20020SA,Z05NOV25,0,198,  -   ,0.000
H39,FXC40020S,Z14NOV25,0,210,  -   ,0.000
H40,FXC40020S,Z14NOV25,0,210,  -   ,0.000
H40,FXC70020SB,Z19NOV25,0,210,  -   ,0.000
H40,,,0,,  -   ,0.000
H41,FXC75020SA,Z10NOV25,0,210,  -   ,0.000
H42,FXC74050S,Z19NOV25,0,1,  -   ,0.000
I01,,,0,,  -   ,0.000
I01,,,0,,  -   ,0.000
I01,,,0,,  -   ,0.000
I02,FXC72030SA,Z22SEP25,0,210,  -   ,0.000
I03,FXC71020SA,Z30OCT25,0,210,  -   ,0.000
I04,FXC17005S,Z24NOV25,0,97,  -   ,0.000
I05,FXC50005S,Z25NOV25,0,210,  -   ,0.000
I05,,,0,,  -   ,0.000
I06,FXC71020SA,Z30OCT25,0,89,  -   ,0.000
I07,FXC170005S,Z24NOV25,0,210,  -   ,0.000
I08,FXC30010SA,Z25NOV25,0,210,  -   ,0.000
I08,,,0,,  -   ,0.000
I09,FXC20020SA,Z05NOV25,0,210,  -   ,0.000
I10,FXC170005S,Z24NOV25,0,210,  -   ,0.000
I11,FXC170010S,Z03NOV25,0,150,  -   ,0.000
I11,FXC17005S,Z24NOV25,0,18,  -   ,0.000
I12,FXC17005S,Z24NOV25,0,30,  -   ,0.000
I12,FXC30020SA,Z06NOV25,0,161,  -   ,0.000
I13,FXC17005S,Z25NOV25,0,210,  -   ,0.000
